verse_number,transliteration
2674,qad aflahal-mu'minun
2675,allazina hum fi salatihim khasyi'un
2676,wallazina hum 'anil-lagwi mu'ridun
2677,wallazina hum liz-zakati fa'ilun
2678,wallazina hum lifurujihim hafizun
2679,illa 'ala azwajihim au ma malakat aimanuhum fa innahum gairu malumin
2680,fa manibtaga wara'a zalika fa ula'ika humul-'adun
2681,wallazina hum li'amanatihim wa 'ahdihim ra'un
2682,wallazina hum 'ala salawatihim yuhafizun
2683,ula'ika humul-warisun
2684,"allazina yarisunal-firdaus, hum fiha khalidun"
2685,wa laqad khalaqnal-insana min sulalatim min tin
2686,summa ja'alnahu nutfatan fi qararim makin
2687,"summa khalaqnan-nutfata 'alaqatan fa khalaqnal-'alaqata mudgatan fa khalaqnal-mudgata 'izaman fa kasaunal-'izama lahman summa ansya'nahu khalqan akhar, fa tabarakallahu ahsanul-khaliqin"
2688,summa innakum ba'da zalika lamayyitun
2689,summa innakum yaumal-qiyamati tub'asun
2690,wa laqad khalaqna fauqakum sab'a tara'iqa wa ma kunna 'anil-khalqi gafilin
2691,wa anzalna minas-sama'i ma'am biqadarin fa askannahu fil-ardi wa inna 'ala zahabim bihi laqadirun
2692,"fa ansya'na lakum bihi jannatim min nakhiliw wa a'nab, lakum fiha fawakihu kasiratuw wa min-ha ta'kulun"
2693,wa syajaratan takhruju min turi saina'a tambutu bid-duhni wa sibgil lil-akilin
2694,"wa inna lakum fil-an'ami la'ibrah, nusqikum mimma fi butuniha wa lakum fiha manafi'u kasiratuw wa min-ha ta'kulun"
2695,wa 'alaiha wa 'alal-fulki tuhmalun
2696,"wa laqad arsalna nuhan ila qaumihi fa qala ya qaumi'budullaha ma lakum min ilahin gairuh, a fa la tattaqun"
2697,"fa qalal-mala'ullazina kafaru ming qaumihi ma haza illa basyarum mislukum yuridu ay yatafaddala 'alaikum, walau sya'allahu la'anzala mala'ikatam ma sami'na bihaza fi aba'inal-awwalin"
2698,in huwa illa rajulum bihi jinnatun fa tarabbasu bihi hatta hin
2699,qala rabbinsurni bima kazzabun
2700,"fa auhaina ilaihi anisna'il-fulka bi'a'yunina wa wahyina fa iza ja'a amruna wa farat-tannuru fasluk fiha ming kullin zaujainisnaini wa ahlaka illa man sabaqa 'alaihil-qaulu min-hum, wa la tukhatibni fillazina zalamu, innahum mugraqun"
2701,fa izastawaita anta wa mam ma'aka 'alal-fulki fa qulil-hamdu lillahillazi najjana minal-qaumiz-zalimin
2702,wa qur rabbi anzilni munzalam mubarakaw wa anta khairul-munzilin
2703,inna fi zalika la'ayatiw wa ing kunna lamubtalin
2704,summa ansya'na mim ba'dihim qarnan akharin
2705,"fa arsalna fihim rasulam min-hum ani'budullaha ma lakum min ilahin gairuh, a fa la tattaqun"
2706,wa qalal-mala'u ming qaumihillazina kafaru wa kazzabu biliqa'il-akhirati wa atrafnahum fil-hayatid-dun-ya ma haza illa basyarum mislukum ya'kulu mimma ta'kuluna min-hu wa yasyrabu mimma tasyrabun
2707,wa la'in ata'tum basyaram mislakum innakum izal lakhasirun
2708,a ya'idukum annakum iza mittum wa kuntum turabaw wa 'izaman annakum mukhrajun
2709,haihata haihata lima tu'adun
2710,in hiya illa hayatunad-dun-ya namutu wa nahya wa ma nahnu bimab'usin
2711,in huwa illa rajuluniftara 'alallahi kazibaw wa ma nahnu lahu bimu'minin
2712,qala rabbinsurni bima kazzabun
2713,qala 'amma qalilil layusbihunna nadimin
2714,"fa akhazat-humus-saihatu bil-haqqi fa ja'alnahum gusa'a, fa bu'dal lil-qaumiz-zalimin"
2715,summa ansya'na mim ba'dihim qurunan akharin
2716,ma tasbiqu min ummatin ajalaha wa ma yasta'khirun
2717,"summa arsalna rusulana tatra, kullama ja'a ummatar rasuluha kazzabuhu fa atba'na ba'dahum ba'daw wa ja'alnahum ahadis, fa bu'dal liqaumil la yu'minun"
2718,summa arsalna musa wa akhahu haruna bi'ayatina wa sultanim mubin
2719,ila fir'auna wa mala'ihi fastakbaru wa kanu qauman 'alin
2720,fa qalu a nu'minu libasyaraini mislina wa qaumuhuma lana 'abidun
2721,fa kazzabuhuma fa kanu minal-muhlakin
2722,wa laqad ataina musal-kitaba la'allahum yahtadun
2723,wa ja'alnabna maryama wa ummahu ayataw wa awainahuma ila rabwatin zati qarariw wa ma'in
2724,"ya ayyuhar-rusulu kulu minat-tayyibati wa'malu saliha, inni bima ta'maluna 'alim"
2725,wa inna hazihi ummatukum ummataw wahidataw wa ana rabbukum fattaqun
2726,"fa taqatta'u amrahum bainahum zubura, kullu hizbim bima ladaihim farihun"
2727,fa zar-hum fi gamratihim hatta hin
2728,a yahsabuna annama numidduhum bihi mim maliw wa banin
2729,"nusari'u lahum fil-khairat, bal la yasy'urun"
2730,innallazina hum min khasy-yati rabbihim musyfiqun
2731,wallazina hum bi'ayati rabbihim yu'minun
2732,wallazina hum birabbihim la yusyrikun
2733,wallazina yu'tuna ma ataw wa qulubuhum wajilatun annahum ila rabbihim raji'un
2734,ula'ika yusari'una fil-khairati wa hum laha sabiqun
2735,wa la nukallifu nafsan illa wus'aha waladaina kitabuy yantiqu bil-haqqi wa hum la yuzlamun
2736,bal qulubuhum fi gamratim min haza wa lahum a'malum min duni zalika hum laha 'amilun
2737,hatta iza akhazna mutrafihim bil-'azabi iza hum yaj'arun
2738,la taj'arul-yauma innakum minna la tunsarun
2739,qad kanat ayati tutla 'alaikum fakuntum 'ala a'qabikum tangkisun
2740,mustakbirina bihi samiran tahjurun
2741,a fa lam yaddabbarul-qaula am ja'ahum ma lam ya'ti aba'ahumul-awwalin
2742,am lam ya'rifu rasulahum fa hum lahu mungkirun
2743,"am yaquluna bihi jinnah, bal ja'ahum bil-haqqi wa aksaruhum lil-haqqi karihun"
2744,"wa lawittaba'al-haqqu ahwa'ahum lafasadatis-samawatu wal-ardu wa man fihinn, bal atainahum bizikrihim fa hum 'an zikrihim mu'ridun"
2745,am tas'aluhum kharjan fa kharaju rabbika khairuw wa huwa khairur-raziqin
2746,wa innaka latad'uhum ila siratim mustaqim
2747,wa innallazina la yu'minuna bil-akhirati 'anis-sirati lanakibun
2748,walau rahimnahum wa kasyafna ma bihim min durril lalajju fi tugyanihim ya'mahun
2749,wa laqad akhaznahum bil-'azabi fa mastakanu lirabbihim wa ma yatadarra'un
2750,hatta iza fatahna 'alaihim baban za 'azabin syadidin iza hum fihi mublisun
2751,"wa huwallazi ansya'a lakumus-sam'a wal-absara wal-af'idah, qalilam ma tasykurun"
2752,wa huwallazi zara'akum fil-ardi wa ilaihi tuhsyarun
2753,"wa huwallazi yuhyi wa yumitu wa lahukhtilaful-laili wan-nahar, a fa la ta'qilun"
2754,bal qalu misla ma qalal-awwalun
2755,qalu a iza mitna wa kunna turabaw wa 'izaman a inna lamab'usun
2756,laqad wu'idna nahnu wa aba'una haza ming qablu in haza illa asatirul-awwalin
2757,qul limanil-ardu wa man fiha ing kuntum ta'lamun
2758,"sayaquluna lillah, qul a fa la tazakkarun"
2759,qul mar rabbus-samawatis-sab'i wa rabbul-'arsyil-'azim
2760,"sayaquluna lillah, qul a fa la tattaqun"
2761,qul mam biyadihi malakutu kulli syai'iw wa huwa yujiru wa la yujaru 'alaihi ing kuntum ta'lamun
2762,"sayaquluna lillah, qul fa anna tus-harun"
2763,bal atainahum bil-haqqi wa innahum lakazibun
2764,"mattakhazallahu miw waladiw wa ma kana ma'ahu min ilahin izal lazahaba kullu ilahim bima khalaqa wa la'ala ba'duhum 'ala ba'd, sub-hanallahi 'amma yasifun"
2765,'alimil-gaibi wasy-syahadati fa ta'ala 'amma yusyrikun
2766,qur rabbi imma turiyanni ma yu'adun
2767,rabbi fa la taj'alni fil-qaumiz-zalimin
2768,wa inna 'ala an nuriyaka ma na'iduhum laqadirun
2769,"idfa' billati hiya ahsanus-sayyi'ah, nahnu a'lamu bima yasifun"
2770,wa qur rabbi a'uzu bika min hamazatisy-syayatin
2771,wa a'uzu bika rabbi ay yahdurun
2772,hatta iza ja'a ahadahumul-mautu qala rabbirji'un
2773,"la'alli a'malu salihan fima taraktu kalla, innaha kalimatun huwa qa'iluha, wa miw wara'ihim barzakhun ila yaumi yub'asun"
2774,fa iza nufikha fis-suri fa la ansaba bainahum yauma'iziw wa la yatasa'alun
2775,fa man saqulat mawazinuhu fa ula'ika humul-muflihun
2776,wa man khaffat mawazinuhu fa ula'ikallazina khasiru anfusahum fi jahannama khalidun
2777,talfahu wujuhahumun-naru wa hum fiha kalihun
2778,a lam takun ayati tutla 'alaikum fa kuntum biha tukazzibun
2779,qalu rabbana galabat 'alaina syiqwatuna wa kunna qauman dallin
2780,rabbana akhrijna min-ha fa in 'udna fa inna zalimun
2781,qalakhsa'u fiha wa la tukallimun
2782,innahu kana fariqum min 'ibadi yaquluna rabbana amanna fagfir lana war-hamna wa anta khairur-rahimin
2783,fattakhaztumuhum sikhriyyan hatta ansaukum zikri wa kuntum min-hum tad-hakun
2784,inni jazaituhumul-yauma bima sabaru annahum humul-fa'izun
2785,qala kam labistum fil-ardi 'adada sinin
2786,qalu labisna yauman au ba'da yaumin fas'alil-'addin
2787,qala il labistum illa qalilal lau annakum kuntum ta'lamun
2788,a fa hasibtum annama khalaqnakum 'abasaw wa annakum ilaina la turja'un
2789,"fa ta'alallahul-malikul-haqq, la ilaha illa huw, rabbul-'arsyil-karim"
2790,"wa may yad'u ma'allahi ilahan akhara la bur-hana lahu bihi fa innama hisabuhu 'inda rabbih, innahu la yuflihul-kafirun"
2791,wa qur rabbigfir war-ham wa anta khairur-rahimin
2792,suratun anzalnaha wa faradnaha wa anzalna fiha ayatim bayyinatil la'allakum tazakkarun
2793,"az-zaniyatu waz-zani fajlidu kulla wahidim min-huma mi'ata jaldatiw wa la ta'khuzkum bihima ra'fatun fi dinillahi ing kuntum tu'minuna billahi wal-yaumil-akhir, walyasy-had 'azabahuma ta'ifatum minal-mu'minin"
2794,"az-zani la yangkihu illa zaniyatan au musyrikataw waz-zaniyatu la yangkihuha illa zanin au musyrik, wa hurrima zalika 'alal-mu'minin"
2795,"wallazina yarmunal-muhsanati summa lam ya'tu bi'arba'ati syuhada'a fajliduhum samanina jaldataw wa la taqbalu lahum syahadatan abada, wa ula'ika humul-fasiqun"
2796,"illallazina tabu mim ba'di zalika wa aslahu, fa innallaha gafurur rahim"
2797,wallazina yarmuna azwajahum wa lam yakul lahum syuhada'u illa anfusuhum fa syahadatu ahadihim arba'u syahadatim billahi innahu laminas-sadiqin
2798,wal-khamisatu anna la'natallahi 'alaihi ing kana minal-kazibin
2799,wa yadra'u 'an-hal-'azaba an tasy-hada arba'a syahadatim billahi innahu laminal-kazibin
2800,wal-khamisata anna gadaballahi 'alaiha ing kana minas-sadiqin
2801,walau la fadlullahi 'alaikum wa rahmatuhu wa annallaha tawwabun hakim
2802,"innallazina ja'u bil-ifki 'usbatum mingkum, la tahsabuhu syarral lakum, bal huwa khairul lakum, likullimri'im min-hum maktasaba minal-ism, wallazi tawalla kibrahu min-hum lahu 'azabun 'azim"
2803,lau la iz sami'tumuhu zannal-mu'minuna wal-mu'minatu bi'anfusihim khairaw wa qalu haza ifkum mubin
2804,"lau la ja'u 'alaihi bi'arba'ati syuhada', fa iz lam ya'tu bisy-syuhada'i fa ula'ika 'indallahi humul-kazibun"
2805,walau la fadlullahi 'alaikum wa rahmatuhu fid-dun-ya wal-akhirati lamassakum fi ma afadtum fihi 'azabun 'azim
2806,iz talaqqaunahu bi'alsinatikum wa taquluna bi'afwahikum ma laisa lakum bihi 'ilmuw wa tahsabunahu hayyinaw wa huwa 'indallahi 'azim
2807,walau la iz sami'tumuhu qultum ma yakunu lana an natakallama bihaza sub-hanaka haza buhtanun 'azim
2808,ya'izukumullahu an ta'udu limislihi abadan ing kuntum mu'minin
2809,"wa yubayyinullahu lakumul-ayat, wallahu 'alimun hakim"
2810,"innallazina yuhibbuna an tasyi'al-fahisyatu fillazina amanu lahum 'azabun alimun fid-dun-ya wal-akhirah, wallahu ya'lamu wa antum la ta'lamun"
2811,walau la fadlullahi 'alaikum wa rahmatuhu wa annallaha ra'ufur rahim
2812,"ya ayyuhallazina amanu la tattabi'u khutuwatisy-syaitan, wa may yattabi' khutuwatisy-syaitani fa innahu ya'muru bil-fahsya'i wal-mungkar, walau la fadlullahi 'alaikum wa rahmatuhu ma zaka mingkum min ahadin abadaw wa lakinnallaha yuzakki may yasya', wallahu sami'un 'alim"
2813,"wa la ya'tali ulul-fadli mingkum was-sa'ati ay yu'tu ulil-qurba wal-masakina wal-muhajirina fi sabilillahi walya'fu walyasfahu, ala tuhibbuna ay yagfirallahu lakum, wallahu gafurur rahim"
2814,innallazina yarmunal-muhsanatil-gafilatil-mu'minati lu'inu fid-dun-ya wal-akhirati wa lahum 'azabun 'azim
2815,yauma tasy-hadu 'alaihim alsinatuhum wa aidihim wa arjuluhum bima kanu ya'malun
2816,yauma'iziy yuwaffihimullahu dinahumul-haqqa wa ya'lamuna annallaha huwal-haqqul-mubin
2817,"al-khabisatu lil-khabisina wal-khabisuna lil-khabisat, wat-tayyibatu lit-tayyibina wat-tayyibuna lit-tayyibat, ula'ika mubarra'una mimma yaqulun, lahum magfiratuw wa rizqung karim"
2818,"ya ayyuhallazina amanu la tadkhulu buyutan gaira buyutikum hatta tasta'nisu wa tusallimu 'ala ahliha, zalikum khairul lakum la'allakum tazakkarun"
2819,"fa il lam tajidu fiha ahadan fa la tadkhuluha hatta yu'zana lakum wa ing qila lakumurji'u farji'u huwa azka lakum, wallahu bima ta'maluna 'alim"
2820,"laisa 'alaikum junahun an tadkhulu buyutan gaira maskunatin fiha mata'ul lakum, wallahu ya'lamu ma tubduna wa ma taktumun"
2821,"qul lil-mu'minina yaguddu min absarihim wa yahfazu furujahum, zalika azka lahum, innallaha khabirum bima yasna'un"
2822,"wa qul lil-mu'minati yagdudna min absarihinna wa yahfazna furujahunna wa la yubdina zinatahunna illa ma zahara min-ha walyadribna bikhumurihinna 'ala juyubihinna wa la yubdina zinatahunna illa libu'ulatihinna au aba'ihinna au aba'i bu'ulatihinna au abna'ihinna au abna'i bu'ulatihinna au ikhwanihinna au bani ikhwanihinna au bani akhawatihinna au nisa'ihinna au ma malakat aimanuhunna awittabi'ina gairi ulil-irbati minar-rijali awit-tiflillazina lam yaz-haru 'ala 'auratin-nisa'i wa la yadribna bi'arjulihinna liyu'lama ma yukhfina min zinatihinn, wa tubu ilallahi jami'an ayyuhal-mu'minuna la'allakum tuflihun"
2823,"wa angkihul-ayama mingkum was-salihina min 'ibadikum wa ima'ikum, iy yakunu fuqara'a yugnihimullahu min fadlih, wallahu wasi'un 'alim"
2824,"walyasta'fifillazina la yajiduna nikahan hatta yugniyahumullahu min fadlih, wallazina yabtagunal-kitaba mimma malakat aimanukum fa katibuhum in 'alimtum fihim khairaw wa atuhum mim malillahillazi atakum, wa la tukrihu fatayatikum 'alal-biga'i in aradna tahassunal litabtagu 'aradal hayatid-dun-ya, wa may yukrihhunna fa innallaha mim ba'di ikrahihinna gafurur rahim"
2825,wa laqad anzalna ilaikum ayatim mubayyinatiw wa masalam minallazina khalau ming qablikum wa mau'izatal lil-muttaqin
2826,"allahu nurus-samawati wal-ard, masalu nurihi kamisykatin fiha misbah, al-misbahu fi zujajah, az-zujajatu ka'annaha kaukabun durriyyuy yuqadu min syajaratim mubarakatin zaitunatil la syarqiyyatiw wa la garbiyyatiy yakadu zaituha yudi'u walau lam tamsas-hu nar, nurun 'ala nur, yahdillahu linurihi may yasya', wa yadribullahul-amsala lin-nas, wallahu bikulli syai'in 'alim"
2827,fi buyutin azinallahu an turfa'a wa yuzkara fihasmuhu yusabbihu lahu fiha bil-guduwwi wal-asal
2828,rijalul la tul-hihim tijaratuw wa la bai'un 'an zikrillahi wa iqamis-salati wa ita'iz-zakati yakhafuna yauman tataqallabu fihil qulubu wal-absar
2829,"liyajziyahumullahu ahsana ma 'amilu wa yazidahum min fadlih, wallahu yarzuqu may yasya'u bigairi hisab"
2830,"wallazina kafaru a'maluhum kasarabim biqi'atiy yahsabuhuz-zam'anu ma'a, hatta iza ja'ahu lam yajid-hu syai'aw wa wajadallaha 'indahu fa waffahu hisabah, wallahu sari'ul hisab"
2831,"au kazulumatin fi bahril lujjiyyiy yagsyahu maujum min fauqihi maujum min fauqihi sahab, zulumatum ba'duha fauqa ba'd, iza akhraja yadahu lam yakad yaraha, wa mal lam yaj'alillahu lahu nuran fa ma lahu min nur"
2832,"a lam tara annallaha yusabbihu lahu man fis-samawati wal-ardi wat-tairu saffat, kullung qad 'alima salatahu wa tasbihah, wallahu 'alimum bima yaf'alun"
2833,"wa lillahi mulkus-samawati wal-ard, wa ilallahil-masir"
2834,"a lam tara annallaha yuzji sahaban summa yu'allifu bainahu summa yaj'aluhu rukaman fa taral-wadqa yakhruju min khilalih, wa yunazzilu minas-sama'i min jibalin fiha mim baradin fa yusibu bihi may yasya'u wa yasrifuhu 'am may yasya', yakadu sana barqihi yaz-habu bil-absar"
2835,"yuqallibullahul-laila wan-nahar, inna fi zalika la'ibratal li'ulil-absar"
2836,"wallahu khalaqa kulla dabbatim mim ma', fa min-hum may yamsyi 'ala batnih, wa min-hum may yamsyi 'ala rijlain, wa min-hum may yamsyi 'ala arba', yakhluqullahu ma yasya', innallaha 'ala kulli syai'ing qadir"
2837,"laqad anzalna ayatim mubayyinat, wallahu yahdi may yasya'u ila siratim mustaqim"
2838,"wa yaquluna amanna billahi wa bir-rasuli wa ata'na summa yatawalla fariqum min-hum mim ba'di zalik, wa ma ula'ika bil-mu'minin"
2839,wa iza du'u ilallahi wa rasulihi liyahkuma bainahum iza fariqum min-hum mu'ridun
2840,wa iy yakul lahumul-haqqu ya'tu ilaihi muz'inin
2841,"a fi qulubihim maradun amirtabu am yakhafuna ay yahifallahu 'alaihim wa rasuluh, bal ula'ika humuz-zalimun"
2842,"innama kana qaulal-mu'minina iza du'u ilallahi wa rasulihi liyahkuma bainahum ay yaqulu sami'na wa ata'na, wa ula'ika humul-muflihun"
2843,wa may yuti'illaha wa rasulahu wa yakhsyallaha wa yattaq-hi fa ula'ika humul-fa'izun
2844,"wa aqsamu billahi jahda aimanihim la'in amartahum layakhrujunn, qul la tuqsimu, ta'atum ma'rufah, innallaha khabirum bima ta'malun"
2845,"qul ati'ullaha wa ati'ur-rasul, fa in tawallau fa innama 'alaihi ma hummila wa 'alaikum ma hummiltum, wa in tuti'uhu tahtadu, wa ma 'alar-rasuli illal-balagul-mubin"
2846,"wa'adallahullazina amanu mingkum wa 'amilus-salihati layastakhlifannahum fil-ardi kamastakhlafallazina ming qablihim wa layumakkinanna lahum dinahumullazirtada lahum wa layubaddilannahum mim ba'di khaufihim amna, ya'budunani la yusyrikuna bi syai'a, wa mang kafara ba'da zalika fa ula'ika humul-fasiqun"
2847,wa aqimus-salata wa atuz-zakata wa ati'ur-rasula la'allakum tur-hamun
2848,"la tahsabannallazina kafaru mu'jizina fil-ard, wa ma'wahumun-nar, wa labi'sal-masir"
2849,"ya ayyuhallazina amanu liyasta'zingkumullazina malakat aimanukum wallazina lam yablugul-huluma mingkum salasa marrat, ming qabli salatil-fajri wa hina tada'una siyabakum minaz-zahirati wa mim ba'di salatil-'isya', salasu 'auratil lakum, laisa 'alaikum wa la 'alaihim junahum ba'dahunn, tawwafuna 'alaikum ba'dukum 'ala ba'd, kazalika yubayyinullahu lakumul-ayat, wallahu 'alimun hakim"
2850,"wa iza balagal-atfalu mingkumul-huluma falyasta'zinu kamasta'zanallazina ming qablihim, kazalika yubayyinullahu lakum ayatih, wallahu 'alimun hakim"
2851,"wal-qawa'idu minan-nisa'illati la yarjuna nikahan fa laisa 'alaihinna junahun ay yada'na siyabahunna gaira mutabarrijatim bizinah, wa ay yasta'fifna khairul lahunn, wallahu sami'un 'alim"
2852,"laisa 'alal-a'ma harajuw wa la 'alal-a'raji harajuw wa la 'alal-maridi harajuw wa la 'ala anfusikum an ta'kulu mim buyutikum au buyuti aba'ikum au buyuti ummahatikum au buyuti ikhwanikum au buyuti akhawatikum au buyuti a'mamikum au buyuti 'ammatikum au buyuti akhwalikum au buyuti khalatikum au ma malaktum mafatihahu au sadiqikum, laisa 'alaikum junahun an ta'kulu jami'an au asytata, fa iza dakhaltum buyutan fa sallimu 'ala anfusikum tahiyyatam min 'indillahi mubarakatan tayyibah, kazalika yubayyinullahu lakumul-ayati la'allakum ta'qilun"
2853,"innamal-mu'minunallazina amanu billahi wa rasulihi wa iza kanu ma'ahu 'ala amrin jami'il lam yaz-habu hatta yasta'zinuh, innallazina yasta'zinunaka ula'ikallazina yu'minuna billahi wa rasulih, fa izasta'zanuka liba'di sya'nihim fa'zal liman syi'ta min-hum wastagfir lahumullah, innallaha gafurur rahim"
2854,"la taj'alu du'a'ar-rasuli bainakum kadu'a'i ba'dikum ba'da, qad ya'lamullahullazina yatasallaluna mingkum liwaza, falyahzarillazina yukhalifuna 'an amrihi an tusibahum fitnatun au yusibahum 'azabun alim"
2855,"ala inna lillahi ma fis-samawati wal-ard, qad ya'lamu ma antum 'alaih, wa yauma yurja'una ilaihi fa yunabbi'uhum bima 'amilu, wallahu bikulli syai'in 'alim"
2856,tabarakallazi nazzalal-furqana 'ala 'abdihi liyakuna lil-'alamina nazira
2857,allazi lahu mulkus-samawati wal-ardi wa lam yattakhiz waladaw wa lam yakul lahu syarikun fil-mulki wa khalaqa kulla syai'in fa qaddarahu taqdira
2858,wattakhazu min dunihi alihatal la yakhluquna syai'aw wa hum yukhlaquna wa la yamlikuna li'anfusihim darraw wa la naf'aw wa la yamlikuna mautaw wa la hayataw wa la nusyura
2859,"wa qalallazina kafaru in haza illa ifkuniftarahu wa a'anahu 'alaihi qaumun akharun, fa qad ja'u zulmaw wa zura"
2860,wa qalu asatirul-awwalinaktatabaha fa hiya tumla 'alaihi bukrataw wa asila
2861,"qul anzalahullazi ya'lamus-sirra fis-samawati wal-ard, innahu kana gafurar-rahima"
2862,"wa qalu ma lihazar-rasuli ya'kulut-ta'ama wa yamsyi fil-aswaq, lau la unzila ilaihi malakun fa yakuna ma'ahu nazira"
2863,"au yulqa ilaihi kanzun au takunu lahu jannatuy ya'kulu min-ha, wa qalaz-zalimuna in tattabi'una illa rajulam mas-hura"
2864,unzur kaifa darabu lakal-amsala fa dallu fa la yastati'una sabila
2865,tabarakallazi in sya'a ja'ala laka khairam min zalika jannatin tajri min tahtihal-an-haru wa yaj'al laka qusura
2866,bal kazzabu bis-sa'ati wa a'tadna limang kazzaba bis-sa'ati sa'ira
2867,iza ra'at-hum mim makanim ba'idin sami'u laha tagayyuzaw wa zafira
2868,wa iza ulqu min-ha makanan dayyiqam muqarranina da'au hunalika subura
2869,la tad'ul-yauma suburaw wahidaw wad'u suburang kasira
2870,"qul a zalika khairun am jannatul-khuldillati wu'idal-muttaqun, kanat lahum jaza'aw wa masira"
2871,"lahum fiha ma yasya'una khalidin, kana 'ala rabbika wa'dam mas'ula"
2872,wa yauma yahsyuruhum wa ma ya'buduna min dunillahi fa yaqulu a antum adlaltum 'ibadi ha'ula'i am hum dallus-sabil
2873,"qalu sub-hanaka ma kana yambagi lana an nattakhiza min dunika min auliya'a wa lakim matta'tahum wa aba'ahum hatta nasuz-zikr, wa kanu qaumam bura"
2874,"fa qad kazzabukum bima taquluna fa ma tastati'una sarfaw wa la nasra, wa may yazlim mingkum nuziq-hu 'azabang kabira"
2875,"wa ma arsalna qablaka minal-mursalina illa innahum laya'kulunat-ta'ama wa yamsyuna fil-aswaq, wa ja'alna ba'dakum liba'din fitnah, a tasbirun, wa kana rabbuka basira"
2876,"wa qalallazina la yarjuna liqa'ana lau la unzila 'alainal-mala'ikatu au nara rabbana, laqadistakbaru fi anfusihim wa 'atau 'utuwwang kabira"
2877,yauma yaraunal-mala'ikata la busyra yauma'izil lil-mujrimina wa yaquluna hijram mahjura
2878,wa qadimna ila ma 'amilu min 'amalin fa ja'alnahu haba'am mansura
2879,as-habul-jannati yauma'izin khairum mustaqarraw wa ahsanu maqila
2880,wa yauma tasyaqqaqus-sama'u bil-gamami wa nuzzilal-mala'ikatu tanzila
2881,"al-mulku yauma'izinil-haqqu lir-rahman, wa kana yauman 'alal-kafirina 'asira"
2882,wa yauma ya'adduz-zalimu 'ala yadaihi yaqulu ya laitanittakhaztu ma'ar-rasuli sabila
2883,ya wailata laitani lam attakhiz fulanan khalila
2884,"laqad adallani 'aniz-zikri ba'da iz ja'ani, wa kanasy-syaitanu lil-insani khazula"
2885,wa qalar-rasulu ya rabbi inna qaumittakhazu hazal-qur'ana mahjura
2886,"wa kazalika ja'alna likulli nabiyyin 'aduwwam minal-mujrimin, wa kafa birabbika hadiyaw wa nasira"
2887,"wa qalallazina kafaru lau la nuzzila 'alaihil-qur'anu jumlataw wahidah, kazalika linusabbita bihi fu'adaka wa rattalnahu tartila"
2888,wa la ya'tunaka bimasalin illa ji'naka bil-haqqi wa ahsana tafsira
2889,allazina yuhsyaruna 'ala wujuhihim ila jahannama ula'ika syarrum makanaw wa adallu sabila
2890,wa laqad ataina musal-kitaba wa ja'alna ma'ahu akhahu haruna wazira
2891,"fa qulnaz-haba ilal-qaumillazina kazzabu bi'ayatina, fa dammarnahum tadmira"
2892,"wa qauma nuhil lamma kazzabur-rusula agraqnahum wa ja'alnahum lin-nasi ayah, wa a'tadna liz-zalimina 'azaban alima"
2893,wa 'adaw wa samuda wa as-habar-rassi wa qurunam baina zalika kasira
2894,wa kullan darabna lahul-amsala wa kullan tabbarna tatbira
2895,"wa laqad atau 'alal-qaryatillati umtirat mataras-sau', a fa lam yakunu yaraunaha, bal kanu la yarjuna nusyura"
2896,"wa iza ra'auka iy yattakhizunaka illa huzuwa, a hazallazi ba'asallahu rasula"
2897,"ing kada layudilluna 'an alihatina lau la an sabarna 'alaiha, wa saufa ya'lamuna hina yaraunal-'azaba man adallu sabila"
2898,"a ra'aita manittakhaza ilahahu hawah, a fa anta takunu 'alaihi wakila"
2899,"am tahsabu anna aksarahum yasma'una au ya'qilun, in hum illa kal-an'ami bal hum adallu sabila"
2900,"a lam tara ila rabbika kaifa maddaz-zill, walau sya'a laja'alahu sakina, summa ja'alnasy-syamsa 'alaihi dalila"
2901,summa qabadnahu ilaina qabday yasira
2902,wa huwallazi ja'ala lakumul-laila libasaw wan-nauma subataw wa ja'alan-nahara nusyura
2903,"wa huwallazi arsalar-riyaha busyram baina yadai rahmatih, wa anzalna minas-sama'i ma'an tahura"
2904,linuhyiya bihi baldatam maitaw wa nusqiyahu mimma khalaqna an'amaw wa anasiyya kasira
2905,wa laqad sarrafnahu bainahum liyazzakkaru fa aba aksarun-nasi illa kufura
2906,walau syi'na laba'asna fi kulli qaryatin nazira
2907,fa la tuti'il kafirina wa jahid-hum bihi jihadang kabira
2908,"wa huwallazi marajal-bahraini haza 'azbun furatuw wa haza mil-hun ujaj, wa ja'ala bainahuma barzakhaw wa hijram mahjura"
2909,"wa huwallazi khalaqa minal-ma'i basyaran fa ja'alahu nasabaw wa sihra, wa kana rabbuka qadira"
2910,"wa ya'buduna min dunillahi ma la yanfa'uhum wa la yadurruhum, wa kanal-kafiru 'ala rabbihi zahira"
2911,wa ma arsalnaka illa mubasysyiraw wa nazira
2912,qul ma as'alukum 'alaihi min ajrin illa man sya'a ay yattakhiza ila rabbihi sabila
2913,"wa tawakkal 'alal-hayyillazi la yamutu wa sabbih bihamdih, wa kafa bihi bizunubi 'ibadihi khabira"
2914,"allazi khalaqas-samawati wal-arda wa ma bainahuma fi sittati ayyamin summastawa 'alal-'arsy, ar-rahmanu fas'al bihi khabira"
2915,wa iza qila lahumusjudu lir-rahmani qalu wa mar-rahmanu a nasjudu lima ta'muruna wa zadahum nufura
